Item_ID	Sentence	Trace	SentenceParse
83234:32	anyway, the deterrent. for people to, to commit the cri-, uh, to not to commit the crime is sort of gone away.		(TOP (S (ADVP (RB Anyway)) (, ,) (NP-SBJ (NP (DT the) (NN deterrent)) (. .) (SBAR (IN For) (S (NP-SBJ (NNS people)) (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (VP-UNF (TO to)) (, ,) (IP (-DFL- \+))) (VP (TO to) (RS (-DFL- \])) (VP (VB commit) (NP-UNF (DT the) (NN cri-)))) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (, ,) (VP (TO to) (RB not) (EDITED (VP-UNF (TO to))) (VP (VB commit) (NP (DT the) (NN crime))))))) (RS (-DFL- \])) (VP (VBZ is) (ADVP (RB sort) (RB of)) (VP (VBN gone) (ADVP (RB away)))) (. .) (-DFL- E_S)))
83234:40	anyway, the deterrent. for people to, to commit the cri-, uh, to not to commit the crime is sort of gone away.	neither	(TOP (S (ADVP (RB Anyway)) (, ,) (NP-SBJ (NP (DT the) (NN deterrent)) (. .) (SBAR (IN For) (S (NP-SBJ (NNS people)) (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (VP-UNF (TO to)) (, ,) (IP (-DFL- \+))) (VP (TO to) (RS (-DFL- \])) (VP (VB commit) (NP-UNF (DT the) (NN cri-)))) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (, ,) (VP (TO to) (RB not) (EDITED (VP-UNF (TO to))) (VP (VB commit) (NP (DT the) (NN crime))))))) (RS (-DFL- \])) (VP (VBZ is) (ADVP (RB sort) (RB of)) (VP (VBN gone) (ADVP (RB away)))) (. .) (-DFL- E_S)))
83281:72	i imagine 0 there is a certain, certain right *ich*-1 of the press * to have the ability * to ask that.	neither	(TOP (S (NP-SBJ (PRP I)) (VP (VBP imagine) (SBAR (-NONE- 0) (S (NP-SBJ (EX there)) (VP (VBZ is) (NP-PRD (NP (DT a) (EDITED (RM (-DFL- \[)) (JJ certain) (, ,) (IP (-DFL- \+))) (JJ certain) (RS (-DFL- \])) (NN right) (S (-NONE- *ICH*-1))) (PP (IN of) (NP (DT the) (NN press)))) (S-1 (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB have) (NP (DT the) (NN ability) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB ask) (NP (DT that))))))))))))) (. .) (-DFL- E_S)))
83548:57	and, and, uh, somehow or another they'll give you an option * to leave a message	neither	(TOP (S (EDITED (RM (-DFL- \[)) (CC and) (, ,) (IP (-DFL- \+))) (CC and) (, ,) (RS (-DFL- \])) (INTJ (UH uh)) (, ,) (UCP-MNR (ADVP (RB somehow)) (CC or) (NP (DT another))) (NP-SBJ (PRP they)) (VP (MD 'll) (VP (VB give) (NP (PRP you)) (NP (DT an) (NN option) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB leave) (NP (DT a) (NN message)))))))) (-DFL- E_S)))
83957:44	and they told me that they are the hardest things 0 * to, you know, to kill *t*-1.		(TOP (S (CC And) (NP-SBJ (PRP they)) (VP (VBD told) (NP (PRP me)) (SBAR (IN that) (S (NP-SBJ (PRP they)) (VP (VBP are) (NP-PRD (DT the) (JJS hardest) (NNS things) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (EDITED (RM (-DFL- \[)) (VP-UNF (TO to)) (, ,) (IP (-DFL- \+))) (PRN (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (VP (TO to) (RS (-DFL- \])) (VP (VB kill) (NP (-NONE- *T*-1))))))))))) (. .) (-DFL- E_S)))
84047:20	the other thing 0 * to do *t*-1 if you, re-, really like the hyacinths, and i do, is that before you plant those bulbs, * stick them in the refrigerator for five weeks or so * to cool them.	object	(TOP (S (NP-SBJ (NP (DT The) (JJ other) (NN thing)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-1)) (SBAR-ADV (IN if) (S (NP-SBJ (PRP you)) (, ,) (EDITED (RM (-DFL- \[)) (ADVP-UNF (RB re-)) (, ,) (IP (-DFL- \+))) (ADVP (RB really)) (RS (-DFL- \])) (VP (VBP like) (NP (DT the) (NNS hyacinths)) (PRN (, ,) (S (CC and) (NP-SBJ (PRP I)) (VP (VBP do))) (, ,)))))))))) (VP (VBZ is) (SBAR-PRD (IN that) (S-IMP (SBAR-TMP (IN before) (S (NP-SBJ (PRP you)) (VP (VBP plant) (NP (DT those) (NNS bulbs))))) (, ,) (NP-SBJ (-NONE- *)) (VP (VB stick) (NP (PRP them)) (PP-LOC (IN in) (NP (DT the) (NN refrigerator))) (PP-TMP (IN for) (NP (CD five) (NNS weeks) (QP (CC or) (RB so)))) (S-PRP (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB cool) (NP (PRP them))))))))) (. .) (-DFL- E_S)))
84149:27	that is, uh, probably enough * to see.	neither	(TOP (S (NP-SBJ (DT That)) (VP (VBZ is) (, ,) (INTJ (UH uh)) (, ,) (ADVP (RB probably)) (NP-PRD (RB enough) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB see)))))) (. .) (-DFL- E_S)))
84423:24	that is the way 0 * to do it *t*-1.	adjunct	(TOP (S (NP-SBJ (DT That)) (VP (VBZ is) (NP-PRD (NP (DT the) (NN way)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))))))) (. .) (-DFL- E_S)))
84459:33	that is a very, very neat town 0 * to visit *t*-1. uh, in terms of the french quarter and all of the things 0 you hear about *t*-2.	object	(TOP (S (NP-SBJ (DT That)) (VP (VBZ is) (NP-PRD (NP (DT a) (ADJP (RB very) (, ,) (RB very) (JJ neat)) (NN town)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB visit) (NP (-NONE- *T*-1))))))) (. .) (INTJ (UH Uh)) (, ,) (PP (IN in) (NP (NP (NNS terms)) (PP (IN of) (NP (NP (DT the) (NNP French) (NNP Quarter)) (CC and) (NP (NP (DT all)) (PP (IN of) (NP (NP (DT the) (NNS things)) (SBAR (WHNP-2 (-NONE- 0)) (S (NP-SBJ (PRP you)) (VP (VBP hear) (PP (IN about) (NP (-NONE- *T*-2)))))))))))))) (. .) (-DFL- E_S)))
84626:24	that is a way 0 * to put it *t*-1,	adjunct	(TOP (S (NP-SBJ (DT That)) (VP (VBZ is) (NP-PRD (NP (DT a) (NN way)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB put) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))))))) (, ,) (-DFL- E_S)))
84788:56	and even now with my grandchildren, i feel 0 it's a very important thing 0 *t*-1 to be done *-2.	object	(TOP (S (CC And) (ADVP-TMP (RB even) (RB now)) (PP (IN with) (NP (PRP$ my) (NNS grandchildren))) (, ,) (NP-SBJ (PRP I)) (VP (VBP feel) (SBAR (-NONE- 0) (S (NP-SBJ (PRP it)) (VP (BES 's) (NP-PRD (NP (DT a) (ADJP (RB very) (JJ important)) (NN thing)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ-2 (-NONE- *T*-1)) (VP (TO to) (VP (VB be) (VP (VBN done) (NP (-NONE- *-2)))))))))))) (. .) (-DFL- E_S)))
84821:40	and the wife says, well, you need something 0 * to do *t*-1,	object	(TOP (S (CC And) (NP-SBJ (DT the) (NN wife)) (VP (VBZ says) (, ,) (S-SEZ (INTJ (UH Well)) (, ,) (NP-SBJ (PRP you)) (VP (VBP need) (NP (NP (NN something)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-1)))))))))) (, ,) (-DFL- E_S)))
85086:47	but with the pollution issue, uh, fossil fuel is not the way 0 * to go *t*-1 anyway.	adjunct	(TOP (S (CC But) (PP (IN with) (NP (DT the) (NN pollution) (NN issue))) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ (NN fossil) (NN fuel)) (VP (VBZ is) (RB not) (NP-PRD (NP (DT the) (NN way)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB go) (ADVP (-NONE- *T*-1))))))) (ADVP (RB anyway))) (. .) (-DFL- E_S)))
85295:26	it's a good time 0 * to buy *t*-1, if you're in the market.	adjunct	(TOP (S (NP-SBJ (PRP it)) (VP (BES 's) (NP-PRD (NP (DT a) (JJ good) (NN time)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB buy) (ADVP-TMP (-NONE- *T*-1)) (, ,) (SBAR-ADV (IN if) (S (NP-SBJ (PRP you)) (VP (VBP 're) (PP-PRD (IN in) (NP (DT the) (NN market)))))))))))) (. .) (-DFL- E_S)))
85377:59	but you, you have *-1 to know the right spot, 0 * to, to pick *t*-3 where that doesn't happen *t*-2.		(TOP (S (CC But) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP you)) (, ,) (IP (-DFL- \+))) (NP-SBJ-1 (PRP you)) (RS (-DFL- \])) (VP (VBP have) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB know) (NP (NP (DT the) (JJ right) (NN spot)) (, ,) (SBAR (WHNP-3 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (EDITED (RM (-DFL- \[)) (VP-UNF (TO to)) (, ,) (IP (-DFL- \+))) (VP (TO to) (RS (-DFL- \])) (VP (VB pick) (NP (-NONE- *T*-3)))))) (SBAR (WHADVP-2 (WRB where)) (S (NP-SBJ (DT that)) (VP (VBZ does) (RB n't) (VP (VB happen) (ADVP-LOC (-NONE- *T*-2))))))))))) (. .) (-DFL- E_S)))
85377:67	but you, you have *-1 to know the right spot, 0 * to, to pick *t*-3 where that doesn't happen *t*-2.	object	(TOP (S (CC But) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP you)) (, ,) (IP (-DFL- \+))) (NP-SBJ-1 (PRP you)) (RS (-DFL- \])) (VP (VBP have) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB know) (NP (NP (DT the) (JJ right) (NN spot)) (, ,) (SBAR (WHNP-3 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (EDITED (RM (-DFL- \[)) (VP-UNF (TO to)) (, ,) (IP (-DFL- \+))) (VP (TO to) (RS (-DFL- \])) (VP (VB pick) (NP (-NONE- *T*-3)))))) (SBAR (WHADVP-2 (WRB where)) (S (NP-SBJ (DT that)) (VP (VBZ does) (RB n't) (VP (VB happen) (ADVP-LOC (-NONE- *T*-2))))))))))) (. .) (-DFL- E_S)))
85582:100	and also, um, you know, the other thing is 0 their idea, or our ide-, idea of democracy has nothing 0 * to do *t*-1 with them.	object	(TOP (S (CC And) (ADVP (RB also)) (, ,) (INTJ (UH um)) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (NP-SBJ (DT the) (JJ other) (NN thing)) (VP (VBZ is) (SBAR-PRD (-NONE- 0) (S (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP$ their) (NN idea)) (, ,) (IP (-DFL- \+)) (CC or)) (NP-SBJ (NP (PRP$ our) (EDITED (RM (-DFL- \[)) (NN ide-) (, ,) (IP (-DFL- \+))) (NN idea)) (RS (-DFL- \])) (RS (-DFL- \])) (PP (IN of) (NP (NN democracy)))) (VP (VBZ has) (NP (NP (NN nothing)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-1)) (PP (IN with) (NP (PRP them)))))))))))) (. .) (-DFL- E_S)))
85591:54	i-, i don't think that that's the way 0 * to go *t*-1 in this	adjunct	(TOP (S (EDITED (RM (-DFL- \[)) (NP-SBJ-UNF (XX i-)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (RS (-DFL- \])) (VP (VBP do) (RB n't) (VP (VB think) (SBAR (IN that) (S (NP-SBJ (DT that)) (VP (BES 's) (NP-PRD (NP (DT the) (NN way)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB go) (ADVP-MNR (-NONE- *T*-1)) (PP (IN in) (NP (DT this))))))))))))) (-DFL- E_S)))
85677:27	well it has a lot 0 * to do *t*-1 with their religion.	object	(TOP (S (INTJ (UH Well)) (NP-SBJ (PRP it)) (VP (VBZ has) (NP (NP (DT a) (NN lot)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-1)) (PP (IN with) (NP (PRP$ their) (NN religion))))))))) (. .) (-DFL- E_S)))
86041:74	and it, it's, actually it's a fairly common vacation place 0 for french people to go *t*-1	adjunct	(TOP (S (CC And) (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP it)) (, ,) (IP (-DFL- \+))) (S (NP-SBJ (PRP it)) (VP-UNF (BES 's))) (, ,) (RS (-DFL- \])) (IP (-DFL- \+))) (ADVP (RB actually)) (NP-SBJ (PRP it)) (VP (BES 's) (RS (-DFL- \])) (NP-PRD (NP (DT a) (ADJP (RB fairly) (JJ common)) (NN vacation) (NN place)) (SBAR (WHADVP-1 (-NONE- 0)) (IN for) (S (NP-SBJ (JJ French) (NNS people)) (VP (TO to) (VP (VB go) (ADVP-DIR (-NONE- *T*-1)))))))) (-DFL- E_S)))
86047:44	and it just seemed like it would be a fun place 0 * to go *t*-1.	adjunct	(TOP (S (CC and) (NP-SBJ (PRP it)) (ADVP (RB just)) (VP (VBD seemed) (SBAR (IN like) (S (NP-SBJ (PRP it)) (VP (MD would) (VP (VB be) (NP-PRD (NP (DT a) (JJ fun) (NN place)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB go) (ADVP-DIR (-NONE- *T*-1)))))))))))) (. .) (-DFL- E_S)))
86396:42	tha-, i highly recommend that way 0 * to go *t*-1.	adjunct	(TOP (S (EDITED (RM (-DFL- \[)) (NP-SBJ-UNF (XX tha-)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (ADVP (RB highly)) (VP (VBP recommend) (NP (NP (DT that) (RS (-DFL- \])) (NN way)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB go) (ADVP-DIR (-NONE- *T*-1)))))))) (. .) (-DFL- E_S)))
86404:37	and she just gave me this woman's name 0 * to contact *t*-1	object	(TOP (S (CC and) (NP-SBJ (PRP she)) (ADVP (RB just)) (VP (VBD gave) (NP (PRP me)) (NP (NP (NP (DT this) (NN woman) (POS 's)) (NN name)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB contact) (NP (-NONE- *T*-1)))))))) (-DFL- E_S)))
86563:62	so there's, i don't, think 0 there's any way 0 * to control the criminal element *t*-2 as far as guns is concerned *-1 because,	adjunct	(TOP (S (RB So) (EDITED (RM (-DFL- \[)) (S (NP-SBJ (EX there)) (VP-UNF (BES 's))) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (, ,) (VP (VB think) (SBAR (-NONE- 0) (S (NP-SBJ (EX there)) (VP (BES 's) (RS (-DFL- \])) (NP-PRD (NP (DT any) (NN way)) (SBAR (WHADVP-2 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB control) (NP (DT the) (JJ criminal) (NN element)) (ADVP-MNR (-NONE- *T*-2)))))))))) (ADVP (ADVP (RB as) (RB far)) (SBAR (IN as) (S (NP-SBJ-1 (NNS guns)) (VP (VBZ is) (VP (VBN concerned) (NP (-NONE- *-1))))))) (SBAR-PRP-UNF (IN because)))) (, ,) (-DFL- N_S)))
86664:42	* living in dallas there's not that many places 0 * to go *-1 shoot *t*-2	adjunct	(TOP (S (S-ADV (NP-SBJ (-NONE- *)) (VP (VBG living) (PP-LOC (IN in) (NP (NNP Dallas))))) (NP-SBJ (EX there)) (VP (BES 's) (RB not) (NP-PRD (NP (ADJP (RB that) (JJ many)) (NNS places)) (SBAR (WHADVP-2 (-NONE- 0)) (S (NP-SBJ-1 (-NONE- *)) (VP (TO to) (VP (VB go) (S (NP-SBJ (-NONE- *-1)) (VP (VB shoot) (ADVP-LOC (-NONE- *T*-2)))))))))) (-DFL- E_S)))
86728:56	i think 0 there is a lot of responsibility *ich*-3 on any of us gun owners * to make * sure that whoever *t*-1 is around us is at least safe and knows how * to use one *t*-2.	adjunct	(TOP (S (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (NP-SBJ (EX there)) (VP (VBZ is) (NP-PRD (NP (DT a) (NN lot)) (PP (IN of) (NP (NN responsibility) (S (-NONE- *ICH*-3)))) (PP (IN on) (NP (NP (DT any)) (PP (IN of) (NP (PRP us) (NN gun) (NNS owners))))) (S-3 (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB make) (S (NP-SBJ (-NONE- *)) (ADJP-PRD (JJ sure) (SBAR (IN that) (S (SBAR-NOM-SBJ (WHNP-1 (WP whoever)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBZ is) (PP-LOC-PRD (IN around) (NP (PRP us)))))) (VP (VP (VBZ is) (ADVP (IN at) (JJS least)) (ADJP-PRD (JJ safe))) (CC and) (VP (VBZ knows) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB use) (NP (CD one)) (ADVP-MNR (-NONE- *T*-2)))))))))))))))))))) (. .) (-DFL- E_S)))
86825:40	you know, the, the immediate need * to show some sort of violence *-1 to settle th-, the argument.	adjunct	(TOP (FRAG (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (EDITED (RM (-DFL- \[)) (NP-UNF (DT the)) (, ,) (IP (-DFL- \+))) (NP (DT the) (RS (-DFL- \])) (JJ immediate) (NN need) (S (NP-SBJ-1 (-NONE- *)) (VP (TO to) (VP (VB show) (NP (NP (DT some) (NN sort)) (PP (IN of) (NP (NN violence)))) (S-PRP (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB settle) (EDITED (RM (-DFL- \[)) (NP-UNF (DT th-)) (, ,) (IP (-DFL- \+))) (NP (DT the) (RS (-DFL- \])) (NN argument))))))))) (. .) (-DFL- N_S)))
86946:22	well, nobody feels responsibility * to do something.	neither	(TOP (S (INTJ (UH Well)) (, ,) (NP-SBJ (NN nobody)) (VP (VBZ feels) (NP-PRD (NN responsibility) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (NN something))))))) (. .) (-DFL- E_S)))
87044:41	and it's really, really kind of a neat thing 0 * to do *t*-1.	object	(TOP (S (CC And) (NP-SBJ (PRP it)) (VP (BES 's) (ADVP (RB really)) (, ,) (ADVP (RB really)) (ADVP (RB kind) (RB of)) (NP-PRD (NP (DT a) (JJ neat) (NN thing)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-1)))))))) (. .) (-DFL- E_S)))
87231:67	we all aren't martha stewart and have our coordinated glasses and tablecloths and, and time 0 * to, you know, sh-, t- *t*-1,	adjunct	(TOP (S (NP-SBJ (NP (PRP We)) (NP (DT all))) (VP (VP (VBP are) (RB n't) (NP-PRD (NNP Martha) (NNP Stewart))) (CC and) (VP (VBP have) (NP (NP (PRP$ our) (JJ coordinated) (NNS glasses) (CC and) (NNS tablecloths)) (EDITED (RM (-DFL- \[)) (CC and) (, ,) (IP (-DFL- \+))) (CC and) (RS (-DFL- \])) (NP (NP (NN time)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (EDITED (RM (-DFL- \[)) (VP-UNF (XX sh-)) (, ,) (IP (-DFL- \+))) (VP-UNF (XX t-) (ADVP-TMP (-NONE- *T*-1)))))))))) (, ,) (RS (-DFL- \])) (-DFL- N_S)))
87265:48	in fact, uh, i just got back from a shopping trip 0 * to purch-, purchase the cold cuts *t*-1	adjunct	(TOP (S (PP (IN In) (NP (NN fact))) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ (PRP I)) (ADVP (RB just)) (VP (VBD got) (ADVP (RB back)) (PP (IN from) (NP (NP (DT a) (NN shopping) (NN trip)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (EDITED (RM (-DFL- \[)) (VP-UNF (VB purch-)) (, ,) (IP (-DFL- \+))) (VP (VB purchase) (RS (-DFL- \])) (NP (DT the) (JJ cold) (NNS cuts)) (ADVP (-NONE- *T*-1))))))))) (-DFL- E_S)))
87506:34	uh, my husband and i had this great desire *-1 to go *-2 see a comedy	adjunct	(TOP (S (INTJ (UH Uh)) (, ,) (NP-SBJ-1 (NP (PRP$ my) (NN husband)) (CC and) (NP (PRP I))) (VP (VBD had) (NP (DT this) (JJ great) (NN desire) (S (NP-SBJ-2 (-NONE- *-1)) (VP (TO to) (VP (VB go) (S (NP-SBJ (-NONE- *-2)) (VP (VB see) (NP (DT a) (NN comedy))))))))) (-DFL- E_S)))
87806:27	that's on my list 0 * to see *t*-1.	object	(TOP (S (NP-SBJ (DT that)) (VP (BES 's) (PP-PRD (IN on) (NP (NP (PRP$ my) (NN list)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB see) (NP (-NONE- *T*-1))))))))) (. .) (-DFL- E_S)))
88088:41	and we, we had, nothing 0 * to do *t*-1 with it.	object	(TOP (S (CC and) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP we)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP we)) (RS (-DFL- \])) (VP (VBD had) (, ,) (NP (NP (NN nothing)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-1)) (PP (IN with) (NP (PRP it))))))))) (. .) (-DFL- E_S)))
88375:34	some of the commands just had nothing 0 * to do *t*-4 with, you know, what you were supposed *-2 to be doing *t*-3 what they, what they did *t*-1 on the com-, computer	object	(TOP (S (NP-SBJ (NP (DT some)) (PP (IN of) (NP (DT the) (NNS commands)))) (ADVP (RB just)) (VP (VBD had) (NP (NP (NN nothing)) (SBAR (WHNP-4 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-4)) (PP (IN with) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (SBAR-NOM (EDITED (RM (-DFL- \[)) (SBAR-NOM (WHNP-3 (WP what)) (S (NP-SBJ-2 (PRP you)) (VP (VBD were) (VP (VBN supposed) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB be) (VP (VBG doing) (NP (-NONE- *T*-3)))))))))) (IP (-DFL- \+))) (EDITED (RM (-DFL- \[)) (SBAR (WHNP (WP what)) (S-UNF (NP-SBJ (PRP they)))) (, ,) (IP (-DFL- \+))) (WHNP-1 (WP what)) (S (NP-SBJ (PRP they)) (RS (-DFL- \])) (VP (VBD did) (NP (-NONE- *T*-1)) (PP (IN on) (NP (DT the) (EDITED (RM (-DFL- \[)) (NN com-) (, ,) (IP (-DFL- \+))) (NN computer))))))))))))) (RS (-DFL- \])) (RS (-DFL- \])) (-DFL- E_S)))
88416:47	but i think, 0 it's a nice kind of way 0 * to be spoiled *t*-1.	adjunct	(TOP (S (CC But) (NP-SBJ (PRP I)) (VP (VBP think) (, ,) (SBAR (-NONE- 0) (S (NP-SBJ (PRP it)) (VP (BES 's) (NP-PRD (NP (DT a) (JJ nice) (NN kind)) (PP (IN of) (NP (NP (NN way)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB be) (ADJP-PRD (JJ spoiled)) (ADVP-MNR (-NONE- *T*-1))))))))))))) (. .) (-DFL- E_S)))
88724:136	but, uh, so when you are first going to school *t*-4 that, you kind of have the luxury of *-1 being able *-2 to have some latitude in * choosing the place 0 * to go *t*-3.	adjunct	(TOP (S (EDITED (RM (-DFL- \[)) (CC But) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (, ,) (RB so) (RS (-DFL- \])) (SBAR-TMP (WHADVP-4 (WRB when)) (S (NP-SBJ (PRP you)) (VP (VBP are) (ADVP (RB first)) (VP (VBG going) (PP (IN to) (NP (NN school))) (ADVP-TMP (-NONE- *T*-4)))))) (EDITED (RM (-DFL- \[)) (NP-SBJ (IN that)) (, ,) (IP (-DFL- \+)) (RS (-DFL- \]))) (NP-SBJ-1 (PRP you)) (ADVP (RB kind) (RB of)) (VP (VBP have) (NP (NP (DT the) (NN luxury)) (PP (IN of) (S-NOM (NP-SBJ-2 (-NONE- *-1)) (VP (VBG being) (ADJP-PRD (JJ able) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB have) (NP (NP (DT some) (NN latitude)) (PP (IN in) (S-NOM (NP-SBJ (-NONE- *)) (VP (VBG choosing) (NP (NP (DT the) (NN place)) (SBAR (WHADVP-3 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB go) (ADVP (-NONE- *T*-3)))))))))))))))))))) (. .) (-DFL- E_S)))
89135:91	they say 0 if you really want *-1 to be, uh, you really want some suspense, that's the one 0 * to see *t*-2.	object	(TOP (S (NP-SBJ (PRP They)) (VP (VBP say) (SBAR (-NONE- 0) (S (SBAR-ADV (IN if) (S (EDITED (RM (-DFL- \[)) (S (NP-SBJ-1 (PRP you)) (ADVP (RB really)) (VP (VBP want) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP-UNF (VB be)))))) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (, ,) (NP-SBJ (PRP you)) (ADVP (RB really)) (VP (VBP want) (RS (-DFL- \])) (NP (DT some) (NN suspense))))) (, ,) (NP-SBJ (DT that)) (VP (BES 's) (NP-PRD (NP (DT the) (NN one)) (SBAR (WHNP-2 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB see) (NP (-NONE- *T*-2))))))))))) (. .) (-DFL- E_S)))
89526:48	and with these decking that a corporation and a large mumblex area for the trees to come up	neither	(TOP (X (FRAG (CC And) (PP (IN with) (NP (NP (DT these) (NN decking)) (SBAR (WHNP (IN that)) (S-UNF (NP-SBJ (NP (DT a) (NN corporation)) (CC and) (NP (NP (DT a) (JJ large) (XX MUMBLEx) (NN area)) (SBAR (IN for) (S (NP-SBJ (DT the) (NNS trees)) (VP (TO to) (VP (VB come) (PRT (RB up))))))))))))) (-DFL- N_S)))
89896:32	that is an intriguing type of book 0 * to be reading *t*-1 and trying *-2 to keep up on things like that.	object	(TOP (S (NP-SBJ (DT That)) (VP (VBZ is) (NP-PRD (NP (DT an) (JJ intriguing) (NN type)) (PP (IN of) (NP (NN book))) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ-2 (-NONE- *)) (VP (TO to) (VP (VB be) (VP (VP (VBG reading) (NP (-NONE- *T*-1))) (CC and) (VP (VBG trying) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB keep) (PP (IN up) (PP (IN on) (NP (NNS things)))) (PP (IN like) (NP (DT that)))))))))))))) (. .) (-DFL- E_S)))
